Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,"4,606","2,513","3,479","4,547","4,306","3,173","4,644","6,193","7,942","4,309","3,146","1,056","2,536","4,979","4,913","4,799","4,710","4,313","4,622","4,490","4,620","-18,893","4,133","3,872","4,090","3,573","3,840","3,998","3,501","3,335","4,291","4,846","4,770",344,"2,841",181,"3,944","2,442","3,227","4,182",Upgrade
Depreciation & Amortization,"1,111","1,108","1,065","1,074","1,015",985,"1,035",982,962,"1,051","1,033",926,927,"1,039",983,952,931,954,945,929,926,942,920,901,896,"1,006",938,868,908,874,865,882,885,916,934,896,843,248,"1,430",818,Upgrade
Other Operating Activities,"-36,202","25,618","-5,445","4,654","-14,568","-16,253","29,943","-6,810","14,294","-6,594","-7,225","4,343","-28,996","16,503","-3,498","-5,891","-43,257","1,619","16,180","-4,056","1,410","12,638","13,099","-23,334","-8,038","20,820","2,489","16,739","-4,947","-5,836","17,862","10,525","-3,562","9,055","6,290","-4,712","24,811","1,245","9,587","15,044",Upgrade
Operating Cash Flow,"-30,485","29,239",-901,"10,275","-9,247","-12,095","35,622",365,"23,198","-1,234","-3,046","6,325","-25,533","22,521","2,398",-140,"-37,616","6,886","21,747","1,363","6,956","-5,313","18,152","-18,561","-3,052","25,399","7,267","21,605",-538,"-1,627","23,018","16,253","2,093","10,315","10,065","-3,635","29,598","3,935","14,244","20,044",Upgrade
Operating Cash Flow Growth,-,-,-,2715.07%,-,-,-,-94.23%,-,-,-,-,-,227.05%,-88.97%,-,-,-,19.80%,-,-,-,149.79%,-,-,-,-68.43%,32.93%,-,-,128.69%,-,-92.93%,162.13%,-29.34%,-,18.29%,-,315.16%,-,Upgrade
Capital Expenditures,"-1,628","-1,948","-1,187","-1,220","-1,214","-1,261",-925,-923,-820,"-1,121",-969,-848,-458,-799,-997,"-2,801",-480,"-1,054",-961,-679,-868,-774,-778,-779,-653,-464,-638,-515,-472,-620,-858,-538,-605,-749,-38,"-1,210",-766,-880,-714,-586,Upgrade
Acquisitions,-29,"2,499","1,302","1,940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Change in Investments,"3,399","-52,923","16,562","-9,057","-37,582","4,084","-32,837","-36,392","-40,121","-8,847","9,432","-18,010","-72,417","-10,574","-16,427","-7,977","16,485","-15,535","-19,336","-3,875","-31,305","5,452","-31,457","-14,360","1,000","17,803","-13,465","-19,808","-36,983","45,525","-7,555","-15,669","8,200","18,361","15,405","9,118","-10,630","-28,948","-5,602","-26,342",Upgrade
Other Investing Activities,"-4,815",-261,-198,-441,-24,"-1,500",-196,138,7,723,26,26,18,91,34,33,38,34,363,49,49,31,733,56,"2,778",142,-,-,265,"-12,997",-,-,-,-909,-,-,-,"17,057","-17,057",-,Upgrade
Investing Cash Flow,"-3,073","-52,633","16,479","-8,778","-38,820","1,323","-33,958","-37,177","-40,934","-9,245","8,489","-18,832","-72,857","-11,282","-17,390","-10,745","16,043","-16,555","-19,934","-4,505","-32,124","4,709","-31,502","-15,083","3,125","17,481","-14,103","-20,323","-37,190","31,908","-8,413","-16,207","7,595","16,703","15,367","7,908","-11,396","-12,771","-23,373","-26,928",Upgrade
