Metrics,2020-12-31,2020-09-30,2020-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,+49 Quarters
Net Income,"-28,948.41","8,991","9,409","8,884","2,146","3,107","5,450","5,633","8,324","1,149","11,581","11,580","9,037.36","4,428","4,212.41","2,781.64","2,999.49","2,676.05","2,124.18","2,228.21","1,601","1,772","1,523","1,375","1,348.22","1,244.73","1,187",949,958.4,882.6,931,693,830.7,626.92,536,361.8,298.99,368.22,347.2,339.08,Upgrade
Depreciation & Amortization,"2,340","1,819","1,713.23",568.64,819.15,295.43,279.91,257.48,0,0,0,234.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Other Operating Activities,"26,608.41","-10,810","-11,122.23","7,689.4","73,026.65","14,358.31","8,052.74","-27,159.82","-8,324","-1,149","-11,581","-16,121.24","-9,037.36","-4,428","-4,212.41","-2,781.64","-2,999.49","-2,676.05","-2,124.18","-2,228.21","-1,601","-1,772","-1,523","-1,375","-1,348.22","-1,244.73","-1,187",-949,-958.4,-882.6,-931,-693,-830.7,-626.92,-536,-483,-298.99,-368.22,298.58,634.54,Upgrade
Operating Cash Flow,0,0,0,"17,142.05","75,991.8","17,760.74","13,782.65","-21,269.34",0,0,0,"-4,307.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-121.2,0,0,645.78,973.62,Upgrade
Operating Cash Flow Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-51.44%,-,Upgrade
Capital Expenditures,0,0,"-1,495.53",-862.62,"-1,096.07","-1,647.46",-420.08,-524.35,-332.15,-162.06,0,-635.91,-212.49,-244.33,-325.2,-118.51,-94.8,-494.05,-77.48,-73.99,-112.82,-62.46,-73.94,-34.91,-88.24,-57.54,-60.03,-52.36,-113.39,-49.3,-44.41,-34.58,-63.76,-41.34,-33.45,-26.61,-325.64,-35.01,-16.25,-14.18,Upgrade
Acquisitions,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Change in Investments,-,-,-,-,-,-,-,-924.14,-9.67,-56.01,-,-,-,-,-,-,-,-0,-,-,-,-40.1,-49.32,-0.06,-29.82,-,-8.3,-0.66,-9.16,-5.79,-,-3.24,-4.62,-6.49,-,-,-,-0.02,-334.51,-0.66,Upgrade
Other Investing Activities,-,-,"2,014.68","2,369.62",900.45,343.44,213.49,947.7,-587.5,20.63,-50.23,65.38,-189.31,-175.06,-138.52,-75.7,-74.43,-129.54,-84.88,-93.7,-117.6,30.25,-18.97,-15.03,-35.06,-62.62,-23.87,-18.79,-29.93,-21.47,-12.5,14.76,-15.09,-11.96,-35.49,-34.58,"-2,182.03",-3.76,103.07,-4.16,Upgrade
Investing Cash Flow,0,0,519.14,"1,507",-195.62,"-1,304.02",-206.59,-500.54,-929.32,-197.44,-50.23,-570.53,-401.8,-419.39,-463.72,-194.21,-169.23,-623.59,-162.36,-167.68,-230.42,-72.31,-142.22,-49.99,-153.11,-120.16,-92.2,-71.8,-152.47,-76.56,-56.91,-23.06,-83.46,-59.79,-68.94,-61.19,"-2,507.67",-38.8,-247.68,-19,Upgrade
