Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+43 Quarters
Net Income,"61,687","89,612","59,914","61,862","100,794","64,659","81,466","65,216","50,369","48,173","43,794","50,048","58,381","85,169","89,940","69,210","87,538","81,157","75,103","79,947","56,744","90,421","76,258","89,712","56,121","74,968","65,381","76,769","44,805","54,066","79,788","81,510","49,543","44,106","75,353","65,946","69,187",-,"35,401","45,007",Upgrade
Depreciation & Amortization,"93,023","93,127","85,106","82,178","83,567","82,547","82,550","81,687","80,186","80,790","78,027","76,952","80,360","73,957","75,770","74,117","77,596","74,804","72,386","70,803","77,219","69,149","67,536","66,019","65,773","63,362","62,180","62,362","63,647","60,485","60,953","59,768","59,891","58,924","55,906","54,862","54,300","52,912","51,532","47,926",Upgrade
Other Operating Activities,"178,754","133,983","149,628","-175,786","153,480","15,050","215,585","76,769","212,164","110,960","215,934","55,017","183,036","28,713","188,505","35,308","40,934","-47,892","28,788","-53,486","84,222","-27,526","-14,119","-66,844","18,871","-26,264","85,289","-21,012","44,845","24,128","47,272","-110,705","-18,918","-35,341","-56,133","-96,528","46,587","36,051","103,117","-64,014",Upgrade
Operating Cash Flow,"333,464","316,722","294,648","-31,746","337,841","162,256","379,601","223,672","342,719","239,923","337,755","182,017","321,777","187,839","354,215","178,635","206,068","108,069","176,277","97,264","218,185","132,044","129,675","88,887","140,765","112,066","212,850","118,119","153,297","138,679","188,013","30,573","90,516","67,689","75,126","24,280","170,074","88,963","190,050","28,919",Upgrade
Operating Cash Flow Growth,-1.30%,95.20%,-22.38%,-,-1.42%,-32.37%,12.39%,22.89%,6.51%,27.73%,-4.65%,1.89%,56.15%,73.81%,100.94%,83.66%,-5.55%,-18.16%,35.94%,9.42%,55.00%,17.83%,-39.08%,-24.75%,-8.17%,-19.19%,13.21%,286.35%,69.36%,104.88%,150.26%,25.92%,-46.78%,-23.91%,-60.47%,-16.04%,50.36%,42.44%,46.24%,-66.29%,Upgrade
Capital Expenditures,"-250,477","-260,189","-186,580","-149,376","-215,180","-193,859","-218,327","-142,826","-194,337","-169,850","-138,344","-119,248","-116,320","-212,683","-166,860","-157,544","-179,366","-109,516","-191,281","-150,836","-222,441","-174,810","-183,518","-184,535","-203,488","-166,382","-185,197","-113,506","-261,633","-194,763","-200,833","-185,506","-237,458","-165,167","-193,519","-120,611","-196,782","-120,283","-204,123","-134,671",Upgrade
Acquisitions,"-163,066","57,779","-2,728","-29,819","240,207","20,099","-84,487","2,393","-58,245","-48,342","1,250","9,704","-110,967","39,342","35,203","29,173","75,576","-295,499","-82,831","18,629","-7,558","25,388","-116,315","39,924","-37,065","20,352","-6,984","45,748","-69,216","-23,633","18,088","17,296","34,009","-91,189","-21,455","27,625","109,452","-2,567","-191,819","-39,307",Upgrade
Change in Investments,"-5,271","-65,615","-13,876","-34,983","-79,628","-142,970","-45,932","29,544","-109,325","-212,924","-57,213","-97,344","-158,198","-212,218","-234,815","-186,890","-76,512","-21,033","3,417","97,508","125,799","41,881","87,251","161,924","97,095","40,087","148,359","149,961","79,622","-10,173","25,576","261,973","-13,098","132,548","102,795","81,795","31,539","98,305","215,868","230,170",Upgrade
Other Investing Activities,"12,054","16,870","-10,418","-12,783","19,020","-10,057","23,024","-9,867","4,167",-986,"11,370","-30,323","2,654","1,383","-2,391","-19,355","3,612","16,823","-20,911","38,269","16,163","-39,790","6,650","-15,133","34,308","-30,338","3,548","-21,761","1,201","-5,729","15,608","-20,407","-8,938","-12,554","52,944","-35,528","-10,830","-13,435",-492,"13,661",Upgrade
Investing Cash Flow,"-406,760","-251,155","-213,602","-226,961","-35,581","-326,787","-325,722","-120,756","-357,740","-432,102","-182,937","-237,211","-382,831","-384,176","-368,863","-334,616","-176,690","-409,225","-291,606","3,570","-88,037","-147,331","-205,932","2,180","-109,150","-136,281","-40,274","60,442","-250,026","-234,298","-141,561","73,356","-225,485","-136,362","-59,235","-46,719","-66,621","-37,980","-180,566","69,853",Upgrade
