Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,1.94,0.96,0.01,-0.28,-0.39,0,-0.01
Other Operating Activities,-2.06,-1.2,-0.09,0.09,-0.29,-,0.01
Operating Cash Flow,-0.12,-0.24,-0.08,-0.19,-0.68,0,0
Net Cash Flow,-0.12,-0.24,-0.08,-0.19,0.75,0,0
Free Cash Flow,-0.12,-0.24,-0.08,-0.19,-0.68,0,0
Free Cash Flow Per Share,-0.00,-0.01,-0.00,-0.01,-0.07,-,-
