Year,Current,2022
Market Capitalization,95,81
Enterprise Value,95,81
PE Ratio,-,-655.91
PB Ratio,-50.55,-46.60
P/FCF Ratio,-,-533.26
P/OCF Ratio,-,-533.26
EV/EBITDA Ratio,-,-651.38
EV/EBIT Ratio,-,-651.38
EV/FCF Ratio,-,-529.58
Current Ratio,70.12,19.67
Earnings Yield,-0.13%,-0.15%
FCF Yield,-0.19%,
